"coord1" "coord2" "coord1.norm" "coord2.norm" "spotID" "histology" "histology_color"
"ST304" 24 31 1.41714285714286 1.69576923076923 "ST304" "Cancer cells and desmoplasia" "red"
"ST305" 24 32 1.41714285714286 1.76692307692308 "ST305" "Cancer cells and desmoplasia" "red"
"ST306" 25 17 1.47785714285714 0.699615384615385 "ST306" "Interstitium" "green"
"ST307" 25 18 1.47785714285714 0.770769230769231 "ST307" "Interstitium" "green"
"ST308" 25 19 1.47785714285714 0.841923076923077 "ST308" "Cancer cells and desmoplasia" "red"
"ST309" 25 20 1.47785714285714 0.913076923076923 "ST309" "Interstitium" "green"
"ST310" 25 21 1.47785714285714 0.984230769230769 "ST310" "Cancer cells and desmoplasia" "red"
"ST311" 25 22 1.47785714285714 1.05538461538462 "ST311" "Cancer cells and desmoplasia" "red"
"ST312" 25 23 1.47785714285714 1.12653846153846 "ST312" "Cancer cells and desmoplasia" "red"
"ST313" 25 24 1.47785714285714 1.19769230769231 "ST313" "Cancer cells and desmoplasia" "red"
"ST314" 25 25 1.47785714285714 1.26884615384615 "ST314" "Cancer cells and desmoplasia" "red"
"ST315" 25 26 1.47785714285714 1.34 "ST315" "Cancer cells and desmoplasia" "red"
"ST316" 25 27 1.47785714285714 1.41115384615385 "ST316" "Cancer cells and desmoplasia" "red"
"ST317" 25 28 1.47785714285714 1.48230769230769 "ST317" "Cancer cells and desmoplasia" "red"
"ST318" 25 29 1.47785714285714 1.55346153846154 "ST318" "Cancer cells and desmoplasia" "red"
"ST319" 25 30 1.47785714285714 1.62461538461538 "ST319" "Cancer cells and desmoplasia" "red"
"ST320" 25 31 1.47785714285714 1.69576923076923 "ST320" "Cancer cells and desmoplasia" "red"
"ST321" 25 32 1.47785714285714 1.76692307692308 "ST321" "Cancer cells and desmoplasia" "red"
"ST322" 26 17 1.53857142857143 0.699615384615385 "ST322" "Interstitium" "green"
"ST323" 26 18 1.53857142857143 0.770769230769231 "ST323" "Interstitium" "green"
"ST324" 26 19 1.53857142857143 0.841923076923077 "ST324" "Interstitium" "green"
"ST325" 26 20 1.53857142857143 0.913076923076923 "ST325" "Interstitium" "green"
"ST326" 26 21 1.53857142857143 0.984230769230769 "ST326" "Cancer cells and desmoplasia" "red"
"ST327" 26 22 1.53857142857143 1.05538461538462 "ST327" "Cancer cells and desmoplasia" "red"
"ST328" 26 23 1.53857142857143 1.12653846153846 "ST328" "Cancer cells and desmoplasia" "red"
"ST329" 26 24 1.53857142857143 1.19769230769231 "ST329" "Cancer cells and desmoplasia" "red"
"ST330" 26 25 1.53857142857143 1.26884615384615 "ST330" "Cancer cells and desmoplasia" "red"
"ST331" 26 26 1.53857142857143 1.34 "ST331" "Cancer cells and desmoplasia" "red"
"ST332" 26 27 1.53857142857143 1.41115384615385 "ST332" "Cancer cells and desmoplasia" "red"
"ST333" 26 28 1.53857142857143 1.48230769230769 "ST333" "Cancer cells and desmoplasia" "red"
"ST334" 26 29 1.53857142857143 1.55346153846154 "ST334" "Cancer cells and desmoplasia" "red"
"ST335" 26 30 1.53857142857143 1.62461538461538 "ST335" "Cancer cells and desmoplasia" "red"
"ST336" 26 31 1.53857142857143 1.69576923076923 "ST336" "Cancer cells and desmoplasia" "red"
"ST337" 27 18 1.59928571428571 0.770769230769231 "ST337" "Interstitium" "green"
"ST338" 27 19 1.59928571428571 0.841923076923077 "ST338" "Interstitium" "green"
"ST339" 27 20 1.59928571428571 0.913076923076923 "ST339" "Interstitium" "green"
"ST340" 27 21 1.59928571428571 0.984230769230769 "ST340" "Cancer cells and desmoplasia" "red"
"ST341" 27 22 1.59928571428571 1.05538461538462 "ST341" "Cancer cells and desmoplasia" "red"
"ST342" 27 23 1.59928571428571 1.12653846153846 "ST342" "Cancer cells and desmoplasia" "red"
"ST343" 27 25 1.59928571428571 1.26884615384615 "ST343" "Cancer cells and desmoplasia" "red"
"ST344" 27 26 1.59928571428571 1.34 "ST344" "Cancer cells and desmoplasia" "red"
"ST345" 27 27 1.59928571428571 1.41115384615385 "ST345" "Cancer cells and desmoplasia" "red"
"ST346" 27 28 1.59928571428571 1.48230769230769 "ST346" "Cancer cells and desmoplasia" "red"
"ST347" 28 18 1.66 0.770769230769231 "ST347" "Interstitium" "green"
"ST348" 28 19 1.66 0.841923076923077 "ST348" "Cancer cells and desmoplasia" "red"
"ST349" 28 20 1.66 0.913076923076923 "ST349" "Cancer cells and desmoplasia" "red"
"ST350" 28 21 1.66 0.984230769230769 "ST350" "Cancer cells and desmoplasia" "red"
"ST351" 28 22 1.66 1.05538461538462 "ST351" "Cancer cells and desmoplasia" "red"
"ST352" 28 23 1.66 1.12653846153846 "ST352" "Cancer cells and desmoplasia" "red"
"ST353" 28 25 1.66 1.26884615384615 "ST353" "Cancer cells and desmoplasia" "red"
"ST354" 28 26 1.66 1.34 "ST354" "Cancer cells and desmoplasia" "red"
"ST355" 29 19 1.72071428571429 0.841923076923077 "ST355" "Cancer cells and desmoplasia" "red"
"ST356" 29 20 1.72071428571429 0.913076923076923 "ST356" "Cancer cells and desmoplasia" "red"
"ST357" 29 21 1.72071428571429 0.984230769230769 "ST357" "Cancer cells and desmoplasia" "red"
"ST358" 29 22 1.72071428571429 1.05538461538462 "ST358" "Cancer cells and desmoplasia" "red"
"ST359" 29 23 1.72071428571429 1.12653846153846 "ST359" "Cancer cells and desmoplasia" "red"
"ST360" 2 14 0.0814285714285714 0.486153846153846 "ST360" "Interstitium" "green"
"ST361" 2 15 0.0814285714285714 0.557307692307692 "ST361" "Interstitium" "green"
"ST362" 2 16 0.0814285714285714 0.628461538461538 "ST362" "Interstitium" "green"
"ST363" 2 17 0.0814285714285714 0.699615384615385 "ST363" "Interstitium" "green"
"ST364" 2 18 0.0814285714285714 0.770769230769231 "ST364" "Duct epithelium" "yellow"
"ST365" 30 20 1.78142857142857 0.913076923076923 "ST365" "Cancer cells and desmoplasia" "red"
"ST366" 30 21 1.78142857142857 0.984230769230769 "ST366" "Cancer cells and desmoplasia" "red"
"ST367" 30 22 1.78142857142857 1.05538461538462 "ST367" "Cancer cells and desmoplasia" "red"
"ST368" 3 13 0.142142857142857 0.415 "ST368" "Interstitium" "green"
"ST369" 3 14 0.142142857142857 0.486153846153846 "ST369" "Interstitium" "green"
"ST370" 3 15 0.142142857142857 0.557307692307692 "ST370" "Interstitium" "green"
"ST371" 3 16 0.142142857142857 0.628461538461538 "ST371" "Interstitium" "green"
"ST372" 3 17 0.142142857142857 0.699615384615385 "ST372" "Duct epithelium" "yellow"
"ST373" 3 18 0.142142857142857 0.770769230769231 "ST373" "Duct epithelium" "yellow"
"ST374" 4 10 0.202857142857143 0.201538461538462 "ST374" "Interstitium" "green"
"ST375" 4 11 0.202857142857143 0.272692307692308 "ST375" "Interstitium" "green"
"ST376" 4 13 0.202857142857143 0.415 "ST376" "Interstitium" "green"
"ST377" 4 14 0.202857142857143 0.486153846153846 "ST377" "Interstitium" "green"
"ST378" 4 15 0.202857142857143 0.557307692307692 "ST378" "Interstitium" "green"
"ST379" 4 16 0.202857142857143 0.628461538461538 "ST379" "Interstitium" "green"
"ST380" 4 17 0.202857142857143 0.699615384615385 "ST380" "Duct epithelium" "yellow"
"ST381" 4 8 0.202857142857143 0.0592307692307692 "ST381" "Interstitium" "green"
"ST382" 4 9 0.202857142857143 0.130384615384615 "ST382" "Interstitium" "green"
"ST383" 5 10 0.263571428571429 0.201538461538462 "ST383" "Interstitium" "green"
"ST384" 5 11 0.263571428571429 0.272692307692308 "ST384" "Interstitium" "green"
"ST385" 5 13 0.263571428571429 0.415 "ST385" "Interstitium" "green"
"ST386" 5 14 0.263571428571429 0.486153846153846 "ST386" "Interstitium" "green"
"ST387" 5 15 0.263571428571429 0.557307692307692 "ST387" "Interstitium" "green"
"ST388" 5 16 0.263571428571429 0.628461538461538 "ST388" "Interstitium" "green"
"ST389" 5 17 0.263571428571429 0.699615384615385 "ST389" "Duct epithelium" "yellow"
"ST390" 5 8 0.263571428571429 0.0592307692307692 "ST390" "Interstitium" "green"
"ST391" 5 9 0.263571428571429 0.130384615384615 "ST391" "Interstitium" "green"
"ST392" 6 10 0.324285714285714 0.201538461538462 "ST392" "Interstitium" "green"
"ST393" 6 11 0.324285714285714 0.272692307692308 "ST393" "Interstitium" "green"
"ST394" 6 13 0.324285714285714 0.415 "ST394" "Interstitium" "green"
"ST395" 6 14 0.324285714285714 0.486153846153846 "ST395" "Interstitium" "green"
"ST396" 6 15 0.324285714285714 0.557307692307692 "ST396" "Duct epithelium" "yellow"
"ST397" 6 16 0.324285714285714 0.628461538461538 "ST397" "Duct epithelium" "yellow"
"ST398" 6 31 0.324285714285714 1.69576923076923 "ST398" "Duct epithelium" "yellow"
"ST399" 6 32 0.324285714285714 1.76692307692308 "ST399" "Duct epithelium" "yellow"
"ST400" 6 33 0.324285714285714 1.83807692307692 "ST400" "Duct epithelium" "yellow"
"ST401" 6 9 0.324285714285714 0.130384615384615 "ST401" "Interstitium" "green"
"ST402" 7 10 0.385 0.201538461538462 "ST402" "Interstitium" "green"
"ST403" 7 11 0.385 0.272692307692308 "ST403" "Interstitium" "green"
"ST404" 7 13 0.385 0.415 "ST404" "Interstitium" "green"
"ST405" 7 14 0.385 0.486153846153846 "ST405" "Duct epithelium" "yellow"
"ST406" 7 31 0.385 1.69576923076923 "ST406" "Duct epithelium" "yellow"
"ST407" 7 32 0.385 1.76692307692308 "ST407" "Duct epithelium" "yellow"
"ST408" 7 33 0.385 1.83807692307692 "ST408" "Duct epithelium" "yellow"
"ST409" 8 10 0.445714285714286 0.201538461538462 "ST409" "Interstitium" "green"
"ST410" 8 11 0.445714285714286 0.272692307692308 "ST410" "Interstitium" "green"
"ST411" 8 13 0.445714285714286 0.415 "ST411" "Interstitium" "green"
"ST412" 8 14 0.445714285714286 0.486153846153846 "ST412" "Duct epithelium" "yellow"
"ST413" 8 31 0.445714285714286 1.69576923076923 "ST413" "Duct epithelium" "yellow"
"ST414" 8 32 0.445714285714286 1.76692307692308 "ST414" "Duct epithelium" "yellow"
"ST415" 8 33 0.445714285714286 1.83807692307692 "ST415" "Interstitium" "green"
"ST416" 9 10 0.506428571428571 0.201538461538462 "ST416" "Interstitium" "green"
"ST417" 9 11 0.506428571428571 0.272692307692308 "ST417" "Interstitium" "green"
"ST418" 9 13 0.506428571428571 0.415 "ST418" "Duct epithelium" "yellow"
"ST419" 9 16 0.506428571428571 0.628461538461538 "ST419" "Duct epithelium" "yellow"
"ST420" 9 17 0.506428571428571 0.699615384615385 "ST420" "Duct epithelium" "yellow"
"ST421" 9 18 0.506428571428571 0.770769230769231 "ST421" "Duct epithelium" "yellow"
"ST422" 9 26 0.506428571428571 1.34 "ST422" "Duct epithelium" "yellow"
"ST423" 9 27 0.506428571428571 1.41115384615385 "ST423" "Duct epithelium" "yellow"
"ST424" 9 29 0.506428571428571 1.55346153846154 "ST424" "Duct epithelium" "yellow"
"ST425" 9 30 0.506428571428571 1.62461538461538 "ST425" "Duct epithelium" "yellow"
"ST426" 9 31 0.506428571428571 1.69576923076923 "ST426" "Duct epithelium" "yellow"
"ST427" 9 32 0.506428571428571 1.76692307692308 "ST427" "Interstitium" "green"
"ST428" 9 33 0.506428571428571 1.83807692307692 "ST428" "Interstitium" "green"
